df_paper_title,df_title_url
Whose rationality? Muddling through the messy emotional reality of financial decision-making,https://pureportal.coventry.ac.uk/en/publications/whose-rationality-muddling-through-the-messy-emotional-reality-of
What do we know about the impact of intellectual property rights on the foreign direct investment location (country) choice? A review and research agenda,https://pureportal.coventry.ac.uk/en/publications/what-do-we-know-about-the-impact-of-intellectual-property-rights-
An Examination of the Antecedent and Corollary of Personal Financial Planning: The Need for Early Education,https://pureportal.coventry.ac.uk/en/publications/an-examination-of-the-antecedent-and-corollary-of-personal-financ
Responsible Borrowing and Lending,https://pureportal.coventry.ac.uk/en/publications/responsible-borrowing-and-lending
Responsible personal finance: Three fundamental questions,https://pureportal.coventry.ac.uk/en/publications/responsible-personal-finance-three-fundamental-questions
Payday lending in the UK: the regul(aris)ation of a necessary evil?,https://pureportal.coventry.ac.uk/en/publications/payday-lending-in-the-uk-the-regularisation-of-a-necessary-evil-2
The variegated financialization of sub-prime credit markets,https://pureportal.coventry.ac.uk/en/publications/the-variegated-financialization-of-sub-prime-credit-markets-2
"The Geographies of Access to Enterprise Finance: The Case of the West Midlands, UK [Les géographies de l'accès au financement des entreprises: Étude de cas de la région des West Midlands, au Royaume-Uni]",https://pureportal.coventry.ac.uk/en/publications/the-geographies-of-access-to-enterprise-finance-the-case-of-the-w
Children and financial education: Challenges for developing financial capability in the classroom,https://pureportal.coventry.ac.uk/en/publications/children-and-financial-education-challenges-for-developing-financ
Financial Business Education: The remaking of gendered investment banking subjects in the (post-crisis) City of London,https://pureportal.coventry.ac.uk/en/publications/financial-business-education-the-remaking-of-gendered-investment-
Commoditising learning: Cultural economy and the growth of for-profit business education service firms in London,https://pureportal.coventry.ac.uk/en/publications/commoditising-learning-cultural-economy-and-the-growth-of-for-pro
Community Development Finance Institutions (CDFIs): Geographies of financial inclusion in the US and UK,https://pureportal.coventry.ac.uk/en/publications/community-development-finance-institutions-cdfis-geographies-of-f
Household finances under pressure: what is the role of social policy?,https://pureportal.coventry.ac.uk/en/publications/household-finances-under-pressure-what-is-the-role-of-social-poli
Trans-local academic credentials and the (re)production of financial elites,https://pureportal.coventry.ac.uk/en/publications/trans-local-academic-credentials-and-the-reproduction-of-financia
"'City of London, City of Learning'? Placing business education within the geographies of finance",https://pureportal.coventry.ac.uk/en/publications/city-of-london-city-of-learning-placing-business-education-within
Using machine learning to aid in the parameter optimisation process for metal-based additive manufacturing,https://pureportal.coventry.ac.uk/en/publications/using-machine-learning-to-aid-in-the-parameter-optimisation-proce
Effective design and simulation of surface-based lattice structures featuring volume fraction and cell type grading,https://pureportal.coventry.ac.uk/en/publications/effective-design-and-simulation-of-surface-based-lattice-structur
Insights into the mechanical properties of several triply periodic minimal surface lattice structures made by polymer additive manufacturing,https://pureportal.coventry.ac.uk/en/publications/insights-into-the-mechanical-properties-of-several-triply-periodi
3D inkjet printing of tablets exploiting bespoke complex geometries for controlled and tuneable drug release,https://pureportal.coventry.ac.uk/en/publications/3d-inkjet-printing-of-tablets-exploiting-bespoke-complex-geometri
An investigation into reinforced and functionally graded lattice structures,https://pureportal.coventry.ac.uk/en/publications/an-investigation-into-reinforced-and-functionally-graded-lattice-
A voxel-based method of constructing and skinning conformal and functionally graded lattice structures suitable for additive manufacturing,https://pureportal.coventry.ac.uk/en/publications/a-voxel-based-method-of-constructing-and-skinning-conformal-and-f
Compressive failure modes and energy absorption in additively manufactured double gyroid lattices,https://pureportal.coventry.ac.uk/en/publications/compressive-failure-modes-and-energy-absorption-in-additively-man
A mechanical property evaluation of graded density Al-Si10-Mg lattice structures manufactured by selective laser melting,https://pureportal.coventry.ac.uk/en/publications/a-mechanical-property-evaluation-of-graded-density-al-si10-mg-lat
Mechanical properties of Ti-6Al-4V selectively laser melted parts with body-centred-cubic lattices of varying cell size,https://pureportal.coventry.ac.uk/en/publications/mechanical-properties-of-ti-6al-4v-selectively-laser-melted-parts
The eﬀects of bidirectional evolutionary structural optimisation parameters on an industrial designed component for additive manufacture,https://pureportal.coventry.ac.uk/en/publications/the-e%EF%AC%80ects-of-bidirectional-evolutionary-structural-optimisation-
The Show Must Go On: British Industrial Policy and the Creative Industries,https://pureportal.coventry.ac.uk/en/publications/the-show-must-go-on-british-industrial-policy-and-the-creative-in
Designing Mini-Games as Micro-Learning Resources for Professional Development in Multi-Cultural Organisations,https://pureportal.coventry.ac.uk/en/publications/designing-mini-games-as-micro-learning-resources-for-professional
Science teachers’ experiences of inquiry-based learning through a serious game: a phenomenographic perspective,https://pureportal.coventry.ac.uk/en/publications/science-teachers-experiences-of-inquiry-based-learning-through-a-
Game-Based Mechanical Engineering teaching and learning,https://pureportal.coventry.ac.uk/en/publications/game-based-mechanical-engineering-teaching-and-learning
A participatory co-creation model to drive community engagement in rural indigenous schools: A case study in Sarawak,https://pureportal.coventry.ac.uk/en/publications/a-participatory-co-creation-model-to-drive-community-engagement-i
Assessment of co-creativity in the process of game design,https://pureportal.coventry.ac.uk/en/publications/assessment-of-co-creativity-in-the-process-of-game-design
Co-creativity through play and game design thinking,https://pureportal.coventry.ac.uk/en/publications/co-creativity-through-play-and-game-design-thinking
Game-based learning to teach higher order thinking in rural schools: Case studies in Sarawak Borneo,https://pureportal.coventry.ac.uk/en/publications/game-based-learning-to-teach-higher-order-thinking-in-rural-schoo
A gamified and mystery-driven approach for facilitating problem based learning in a postgraduate strength and conditioning module,https://pureportal.coventry.ac.uk/en/publications/a-gamified-and-mystery-driven-approach-for-facilitating-problem-b
"Games for Active Ageing, Wellbeing and Quality of Life: A Pilot Study",https://pureportal.coventry.ac.uk/en/publications/games-for-active-ageing-wellbeing-and-quality-of-life-a-pilot-stu
“What a Mobility-Limited World”: Design Requirements of an Age-Friendly Playable City,https://pureportal.coventry.ac.uk/en/publications/what-a-mobility-limited-world-design-requirements-of-an-age-frien
EscapED: A Framework for Creating Educational Escape Rooms and Interactive Games to For Higher/Further Education,https://pureportal.coventry.ac.uk/en/publications/escaped-a-framework-for-creating-educational-escape-rooms-and-int
Essential features of serious games design in higher education: Linking learning attributes to game mechanics,https://pureportal.coventry.ac.uk/en/publications/essential-features-of-serious-games-design-in-higher-education-li-2
Learning Mechanics and Game Mechanics Under the Perspective of Self-Determination Theory to Foster Motivation in Digital Game Based Learning,https://pureportal.coventry.ac.uk/en/publications/learning-mechanics-and-game-mechanics-under-the-perspective-of-se-2
Towards a trans-disciplinary methodology for a game-based intervention development process,https://pureportal.coventry.ac.uk/en/publications/towards-a-trans-disciplinary-methodology-for-a-game-based-interve-2
We Are The Game Changers: An Open Gaming Literacy Programme,https://pureportal.coventry.ac.uk/en/publications/we-are-the-game-changers-an-open-gaming-literacy-programme
STEM outreach activities: an approach to teachers’ professional development: STEM outreach activities,https://pureportal.coventry.ac.uk/en/publications/stem-outreach-activities-an-approach-to-teachers-professional-dev
The Lived Experience of Financialization at the UK Financial Fringe,https://pureportal.coventry.ac.uk/en/publications/the-lived-experience-of-financialization-at-the-uk-financial-frin
Whose rationality? Muddling through the messy emotional reality of financial decision-making,https://pureportal.coventry.ac.uk/en/publications/whose-rationality-muddling-through-the-messy-emotional-reality-of
Active HHV-6 Infection of Cerebellar Purkinje Cells in Mood Disorders,https://pureportal.coventry.ac.uk/en/publications/active-hhv-6-infection-of-cerebellar-purkinje-cells-in-mood-disor
Interventions to restore appropriate immune function in the elderly,https://pureportal.coventry.ac.uk/en/publications/interventions-to-restore-appropriate-immune-function-in-the-elder
Perturbation of the T cell receptor repertoire occurs with increasing age in dogs,https://pureportal.coventry.ac.uk/en/publications/perturbation-of-the-t-cell-receptor-repertoire-occurs-with-increa
Polymorphisms in the canine IL7R 3′UTR are associated with thymic output in Labrador retriever dogs and influence post-transcriptional regulation by microRNA 185,https://pureportal.coventry.ac.uk/en/publications/polymorphisms-in-the-canine-il7r-3utr-are-associated-with-thymic-
The Burden of Chikungunya Virus Infection: The Need for Systematic and Geriatric-Specific Epidemiological Monitoring,https://pureportal.coventry.ac.uk/en/publications/the-burden-of-chikungunya-virus-infection-the-need-for-systematic
"Vaccination choices for older people, looking beyond age specific approaches",https://pureportal.coventry.ac.uk/en/publications/vaccination-choices-for-older-people-looking-beyond-age-specific-
A qualitative analysis of the effectiveness of telehealthcare devices (i) are they meeting the needs of end-users?,https://pureportal.coventry.ac.uk/en/publications/a-qualitative-analysis-of-the-effectiveness-of-telehealthcare-dev-2
A qualitative analysis of the effectiveness of telehealthcare devices (II) barriers to uptake of telehealthcare devices,https://pureportal.coventry.ac.uk/en/publications/a-qualitative-analysis-of-the-effectiveness-of-telehealthcare-dev
Chikungunya Virus Infection: Why Should U.S. Geriatricians Be Aware of It?,https://pureportal.coventry.ac.uk/en/publications/chikungunya-virus-infection-why-should-us-geriatricians-be-aware-
Vitamin D Status and the Host Resistance to Infections: What It Is Currently (Not) Understood,https://pureportal.coventry.ac.uk/en/publications/vitamin-d-status-and-the-host-resistance-to-infections-what-it-is
An age-associated decline in thymic output differs in dog breeds according to their longevity,https://pureportal.coventry.ac.uk/en/publications/an-age-associated-decline-in-thymic-output-differs-in-dog-breeds-
Zinc supplementation induces regulatory T cells by inhibition of Sirt-1 deacetylase in mixed lymphocyte cultures,https://pureportal.coventry.ac.uk/en/publications/zinc-supplementation-induces-regulatory-t-cells-by-inhibition-of-
Can we translate vitamin D immunomodulating effect on innate and adaptive immunity to vaccine response?,https://pureportal.coventry.ac.uk/en/publications/can-we-translate-vitamin-d-immunomodulating-effect-on-innate-and-
MARK-AGE biomarkers of ageing,https://pureportal.coventry.ac.uk/en/publications/mark-age-biomarkers-of-ageing
Cellular signalling pathways in immune aging and regeneration,https://pureportal.coventry.ac.uk/en/publications/cellular-signalling-pathways-in-immune-aging-and-regeneration
Protection versus pathology in aviremic and high viral load HIV-2 infection - The pivotal role of immune activation and T-cell kinetics,https://pureportal.coventry.ac.uk/en/publications/protection-versus-pathology-in-aviremic-and-high-viral-load-hiv-2
Vaccination in the elderly: What can be recommended?,https://pureportal.coventry.ac.uk/en/publications/vaccination-in-the-elderly-what-can-be-recommended
Vaccine responsiveness in the elderly: Best practice for the clinic,https://pureportal.coventry.ac.uk/en/publications/vaccine-responsiveness-in-the-elderly-best-practice-for-the-clini
A respiratory monitoring device based on clavicular motion,https://pureportal.coventry.ac.uk/en/publications/a-respiratory-monitoring-device-based-on-clavicular-motion
A Simple Model System Enabling Human CD34+ Cells to Undertake Differentiation Towards T Cells,https://pureportal.coventry.ac.uk/en/publications/a-simple-model-system-enabling-human-cd34supsup-cells-to-undertak
Dose response kinetics of CD8 lymphocytes from young animals transfused into old animals and challenged with influenza,https://pureportal.coventry.ac.uk/en/publications/dose-response-kinetics-of-cd8-lymphocytes-from-young-animals-tran
How important is vitamin D in preventing infections?,https://pureportal.coventry.ac.uk/en/publications/how-important-is-vitamin-d-in-preventing-infections
Immune Senescence and Vaccination in the Elderly,https://pureportal.coventry.ac.uk/en/publications/immune-senescence-and-vaccination-in-the-elderly
Measuring the TREC ratio in dried blood spot samples: Intra- and inter-filter paper cards reproducibility,https://pureportal.coventry.ac.uk/en/publications/measuring-the-trec-ratio-in-dried-blood-spot-samples-intra-and-in
"Reversing T cell immunosenescence: Why, who, and how",https://pureportal.coventry.ac.uk/en/publications/reversing-t-cell-immunosenescence-why-who-and-how
Saurons-nous jamais ce qui provoque le vieillissement?,https://pureportal.coventry.ac.uk/en/publications/will-we-ever-know-what-causes-aging
The avalanche is coming... and just now it's starting to snow,https://pureportal.coventry.ac.uk/en/publications/the-avalanche-is-coming-and-just-now-its-starting-to-snow
Comparison of manual and automated DNA purification for measuring TREC in dried blood spot (DBS) samples with qPCR,https://pureportal.coventry.ac.uk/en/publications/comparison-of-manual-and-automated-dna-purification-for-measuring
Effectiveness of influenza vaccine in aging and older adults: Comprehensive analysis of the evidence,https://pureportal.coventry.ac.uk/en/publications/effectiveness-of-influenza-vaccine-in-aging-and-older-adults-comp
Efficacité des vaccins antigrippes chez la personne âgée,https://pureportal.coventry.ac.uk/en/publications/effectiveness-of-influenza-vaccines-in-the-elderly
Immunosenescence and herd immunity: With an ever-increasing aging population do we need to rethink vaccine schedules?,https://pureportal.coventry.ac.uk/en/publications/immunosenescence-and-herd-immunity-with-an-ever-increasing-aging-
"Immunotherapy of immunosenesence; who, how and when?",https://pureportal.coventry.ac.uk/en/publications/immunotherapy-of-immunosenesence-who-how-and-when
L'immunosénescence,https://pureportal.coventry.ac.uk/en/publications/immunosenescence
Immunosenescence: Implications for vaccination programmes in adults,https://pureportal.coventry.ac.uk/en/publications/immunosenescence-implications-for-vaccination-programmes-in-adult
Interleukin 7 from maternal milk crosses the intestinal barrier and modulates T-cell development in offspring,https://pureportal.coventry.ac.uk/en/publications/interleukin-7-from-maternal-milk-crosses-the-intestinal-barrier-a
Real time-PCR assay estimating the naive T-cell pool in whole blood and dried blood spot samples: Pilot study in young adults,https://pureportal.coventry.ac.uk/en/publications/real-time-pcr-assay-estimating-the-naive-t-cell-pool-in-whole-blo
Thymic function and T cell parameters in a natural human experimental model of seasonal infectious diseases and nutritional burden,https://pureportal.coventry.ac.uk/en/publications/thymic-function-and-t-cell-parameters-in-a-natural-human-experime
Vaccine effectiveness in older individuals: What has been learned from the influenza-vaccine experience,https://pureportal.coventry.ac.uk/en/publications/vaccine-effectiveness-in-older-individuals-what-has-been-learned-
Immune senescence,https://pureportal.coventry.ac.uk/en/publications/immune-senescence
Immunity in the Elderly: The Role of the Thymus,https://pureportal.coventry.ac.uk/en/publications/immunity-in-the-elderly-the-role-of-the-thymus
Immunological pathogenesis of main age-related diseases and frailty: Role of immunosenescence,https://pureportal.coventry.ac.uk/en/publications/immunological-pathogenesis-of-main-age-related-diseases-and-frail
Influenza vaccine effectiveness in aged individuals: The role played by cell-mediated immunity,https://pureportal.coventry.ac.uk/en/publications/influenza-vaccine-effectiveness-in-aged-individuals-the-role-play
Tracing thymic output in older individuals,https://pureportal.coventry.ac.uk/en/publications/tracing-thymic-output-in-older-individuals
B-cell responses to vaccination at the extremes of age,https://pureportal.coventry.ac.uk/en/publications/b-cell-responses-to-vaccination-at-the-extremes-of-age
Influenza control in the 21st century: Optimizing protection of older adults,https://pureportal.coventry.ac.uk/en/publications/influenza-control-in-the-21st-century-optimizing-protection-of-ol
"Reversal of age-associated thymic atrophy: Treatments, delivery, and side effects",https://pureportal.coventry.ac.uk/en/publications/reversal-of-age-associated-thymic-atrophy-treatments-delivery-and
"Zinc, metallothioneins, longevity: Effect of zinc supplementation on antioxidant response: A zincage study",https://pureportal.coventry.ac.uk/en/publications/zinc-metallothioneins-longevity-effect-of-zinc-supplementation-on
Challenges for vaccination in the elderly,https://pureportal.coventry.ac.uk/en/publications/challenges-for-vaccination-in-the-elderly
IoT-Enabled Light Intensity-Controlled Seamless Highway Lighting System,https://pureportal.coventry.ac.uk/en/publications/iot-enabled-light-intensity-controlled-seamless-highway-lighting-
A cyber-enabled mission-critical system for post-flood response: Exploiting TV white space as network backhaul links,https://pureportal.coventry.ac.uk/en/publications/a-cyber-enabled-mission-critical-system-for-post-flood-response-e
On the Impact of Transposition Errors in Diffusion-Based Channels,https://pureportal.coventry.ac.uk/en/publications/on-the-impact-of-transposition-errors-in-diffusion-based-channels
Solving Coupling Security Problem for Sustainable Sensor-Cloud Systems based on Fog Computing,https://pureportal.coventry.ac.uk/en/publications/solving-coupling-security-problem-for-sustainable-sensor-cloud-sy
Collab-SAR: A Collaborative Avalanche Search-and-Rescue Missions Exploiting Hostile Alpine Networks,https://pureportal.coventry.ac.uk/en/publications/collab-sar-a-collaborative-avalanche-search-and-rescue-missions-e
L-CAQ: Joint link-oriented channel-availability and channel-quality based channel selection for mobile cognitive radio networks,https://pureportal.coventry.ac.uk/en/publications/l-caq-joint-link-oriented-channel-availability-and-channel-qualit
An Assessment on the Hidden Ecological Factors of the Incidence of Malaria,https://pureportal.coventry.ac.uk/en/publications/an-assessment-on-the-hidden-ecological-factors-of-the-incidence-o
Crowd associated network: Exploiting over a smart garbage management system,https://pureportal.coventry.ac.uk/en/publications/crowd-associated-network-exploiting-over-a-smart-garbage-manageme
Molecular Channel Fading Due to Diffusivity Fluctuations,https://pureportal.coventry.ac.uk/en/publications/molecular-channel-fading-due-to-diffusivity-fluctuations
Orthogonal or Superimposed Pilots? A Rate-Efficient Channel Estimation Strategy for Stationary MIMO Fading Channels,https://pureportal.coventry.ac.uk/en/publications/orthogonal-or-superimposed-pilots-a-rate-efficient-channel-estima
Towards a predictive analytics-based intelligent malaria outbreak warning system,https://pureportal.coventry.ac.uk/en/publications/towards-a-predictive-analytics-based-intelligent-malaria-outbreak
Transposition Errors in Diffusion-Based Mobile Molecular Communication,https://pureportal.coventry.ac.uk/en/publications/transposition-errors-in-diffusion-based-mobile-molecular-communic
Molecular communications: Channel model and physical layer techniques,https://pureportal.coventry.ac.uk/en/publications/molecular-communications-channel-model-and-physical-layer-techniq
MIMO block-fading channels with mismatched CSI,https://pureportal.coventry.ac.uk/en/publications/mimo-block-fading-channels-with-mismatched-csi
Nearest neighbor decoding in MIMO block-fading channels with imperfect CSIR,https://pureportal.coventry.ac.uk/en/publications/nearest-neighbor-decoding-in-mimo-block-fading-channels-with-impe
CEO Pay – Is My Pay dependent on My Gender?,https://pureportal.coventry.ac.uk/en/publications/ceo-pay-is-my-pay-dependent-on-my-gender
COVID-19 and the Chinese Christian Community in Britain: Changing Patterns of Belonging and Division,https://pureportal.coventry.ac.uk/en/publications/covid-19-and-the-chinese-christian-community-in-britain-changing-
Gender and domestic abuse victimisation among churchgoers in north west England: breaking the church’s gendered silence,https://pureportal.coventry.ac.uk/en/publications/gender-and-domestic-abuse-victimisation-among-churchgoers-in-nort
Christian university students' attitudes to gender: Constructing Everyday Theologies in a Post-Feminist Climate,https://pureportal.coventry.ac.uk/en/publications/christian-university-students-attitudes-to-gender-constructing-ev
Navigating the Third Wave: Contemporary UK feminist activists and ‘third-wave feminism’,https://pureportal.coventry.ac.uk/en/publications/navigating-the-third-wave-contemporary-uk-feminist-activists-and-
Introduction: Is secularism bad for women? La laïcité nuit-elle aux femmes?,https://pureportal.coventry.ac.uk/en/publications/introduction-is-secularism-bad-for-women-la-la%C3%AFcit%C3%A9-nuit-elle-aux
"Students' Constructions of a Christian Future: Faith, Class and Aspiration in University Contexts",https://pureportal.coventry.ac.uk/en/publications/students-constructions-of-a-christian-future-faith-class-and-aspi
Faith and the university experience in the UK,https://pureportal.coventry.ac.uk/en/publications/faith-and-the-university-experience-in-the-uk-2
Feminism Resurgent? Mapping Contemporary Feminist Activisms in Europe,https://pureportal.coventry.ac.uk/en/publications/feminism-resurgent-mapping-contemporary-feminist-activisms-in-eur-2
Feminist Spirituality as Lived Religion: How UK Feminists Forge Religio-spiritual Lives,https://pureportal.coventry.ac.uk/en/publications/feminist-spirituality-as-lived-religion-how-uk-feminists-forge-re-2
Representations of Religion on the British Feminist Webzine The F Word,https://pureportal.coventry.ac.uk/en/publications/representations-of-religion-on-the-british-feminist-webzine-the-f-2
Saving Sex: Sexuality and Salvation in American Evangelicalism,https://pureportal.coventry.ac.uk/en/publications/saving-sex-sexuality-and-salvation-in-american-evangelicalism
"Welfare and religion in 21st century Europe: Volume 2 — gendered, religious and social change",https://pureportal.coventry.ac.uk/en/publications/welfare-and-religion-in-21st-century-europe-volume-2-gendered-rel
Challenging ‘Belief’ and the Evangelical Bias: Student Christianity in English Universities,https://pureportal.coventry.ac.uk/en/publications/challenging-belief-and-the-evangelical-bias-student-christianity--2
"Much less religious, a little more spiritual: The religious and spiritual views of third-wave feminists in the UK",https://pureportal.coventry.ac.uk/en/publications/much-less-religious-a-little-more-spiritual-the-religious-and-spi-2
Women's Liberation Movement@40 conference review,https://pureportal.coventry.ac.uk/en/publications/womens-liberation-movement40-conference-review
Fatherhood in British Evangelical Christianity: Negotiating with Mainstream Culture,https://pureportal.coventry.ac.uk/en/publications/fatherhood-in-british-evangelical-christianity-negotiating-with-m-2
Evangelical Christianity and Women’s Changing Lives,https://pureportal.coventry.ac.uk/en/publications/evangelical-christianity-and-womens-changing-lives-2
Review of Theology & Families by Adrian Thatcher,https://pureportal.coventry.ac.uk/en/publications/review-of-theology-amp-families-by-adrian-thatcher
Marriage in a British Evangelical Congregation: Practising Postfeminist Partnership?,https://pureportal.coventry.ac.uk/en/publications/marriage-in-a-british-evangelical-congregation-practising-postfem-2
New British Feminist Scholarship and Contemporary Politics: Prizewinning and Short-listed Essays from the Feminist and Women’s Studies Association (UK and Ireland) Essay Competition,https://pureportal.coventry.ac.uk/en/publications/new-british-feminist-scholarship-and-contemporary-politics-prizew
Introduction: Winning and Shortlisted Essays from the Second Annual Essay Competition of the Feminist and Women’s Studies Association,https://pureportal.coventry.ac.uk/en/publications/introduction-winning-and-shortlisted-essays-from-the-second-annua
A new approach to improve mechanical properties and durability of low-density oil well cement composite reinforced by cellulose fibres in microstructural scale,https://pureportal.coventry.ac.uk/en/publications/a-new-approach-to-improve-mechanical-properties-and-durability-of
An investigation into the implementation of Building Information Modeling in the Middle East,https://pureportal.coventry.ac.uk/en/publications/an-investigation-into-the-implementation-of-building-information--2
Key Success Factors and Guidance for International Collaborative Design Projects,https://pureportal.coventry.ac.uk/en/publications/key-success-factors-and-guidance-for-international-collaborative--2
An artificial neural network based mathematical model for a stochastic health care facility location problem,https://pureportal.coventry.ac.uk/en/publications/an-artificial-neural-network-based-mathematical-model-for-a-stoch
Developing a Decision-Making Dashboard for power losses attributes of Iran’s Electricity Distribution Network,https://pureportal.coventry.ac.uk/en/publications/developing-a-decision-making-dashboard-for-power-losses-attribute
Developing a decision support system for logistics service provider selection employing fuzzy MULTIMOORA & BWM in mining equipment manufacturing,https://pureportal.coventry.ac.uk/en/publications/developing-a-decision-support-system-for-logistics-service-provid
Supplier evaluation with order allocation in mega-projects,https://pureportal.coventry.ac.uk/en/publications/supplier-evaluation-with-order-allocation-in-mega-projects
A robust neutrosophic fuzzy-based approach to integrate reliable facility location and routing decisions for disaster relief under fairness and aftershocks concerns,https://pureportal.coventry.ac.uk/en/publications/a-robust-neutrosophic-fuzzy-based-approach-to-integrate-reliable-
Cross-docks scheduling with multiple doors using fuzzy approach,https://pureportal.coventry.ac.uk/en/publications/cross-docks-scheduling-with-multiple-doors-using-fuzzy-approach
Maintenance strategy selection: a combined goal programming approach and BWM-TOPSIS for paper production industry,https://pureportal.coventry.ac.uk/en/publications/maintenance-strategy-selection-a-combined-goal-programming-approa
The effect of intellectual capital on organisational performance: evidence from Iran,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-intellectual-capital-on-organisational-performance-
What are the key determinants of maintenance performance?,https://pureportal.coventry.ac.uk/en/publications/what-are-the-key-determinants-of-maintenance-performance
A multi-objective fuzzy approach to closed-loop supply chain network design with regard to dynamic pricing,https://pureportal.coventry.ac.uk/en/publications/a-multi-objective-fuzzy-approach-to-closed-loop-supply-chain-netw
Fuzzy overall equipment effectiveness and line performance measurement using artificial neural network,https://pureportal.coventry.ac.uk/en/publications/fuzzy-overall-equipment-effectiveness-and-line-performance-measur
Green Logistics Outsourcing Employing Multi Criteria Decision Making and Quality Function Deployment in the Petrochemical Industry,https://pureportal.coventry.ac.uk/en/publications/green-logistics-outsourcing-employing-multi-criteria-decision-mak
Green supplier selection problem using TOPSIS extended by D numbers in tractor manufacturing industry,https://pureportal.coventry.ac.uk/en/publications/green-supplier-selection-problem-using-topsis-extended-by-d-numbe
Modelling a production-inventory-routing problem of blood products using heuristic solution methods,https://pureportal.coventry.ac.uk/en/publications/modelling-a-production-inventory-routing-problem-of-blood-product
Multi-machine flow shop scheduling problems with rejection using genetic algorithm,https://pureportal.coventry.ac.uk/en/publications/multi-machine-flow-shop-scheduling-problems-with-rejection-using-
Performance evaluation of lean production based on balanced score card method using ANP and SIR: a case from Iranian home appliance industry,https://pureportal.coventry.ac.uk/en/publications/performance-evaluation-of-lean-production-based-on-balanced-score
Robust optimization of a bi-objective closed-loop supply chain network for perishable goods considering queue system,https://pureportal.coventry.ac.uk/en/publications/robust-optimization-of-a-bi-objective-closed-loop-supply-chain-ne
Supplier selection and evaluation using QFD and ELECTRE in quality management system environment : (case study: Faravari & Sakht Company),https://pureportal.coventry.ac.uk/en/publications/supplier-selection-and-evaluation-using-qfd-and-electre-in-qualit
Application of multi-criteria decision making methods for balanced scorecard: A literature review investigation,https://pureportal.coventry.ac.uk/en/publications/application-of-multi-criteria-decision-making-methods-for-balance
Presenting a multi agent system for estimating risk in supply chain management,https://pureportal.coventry.ac.uk/en/publications/presenting-a-multi-agent-system-for-estimating-risk-in-supply-cha
A fuzzy data envelopment analysis approach for multi-objective covering facility location problem using NSGA-II,https://pureportal.coventry.ac.uk/en/publications/a-fuzzy-data-envelopment-analysis-approach-for-multi-objective-co
Development of failure mode and effects analysis using fuzzy analytical network process,https://pureportal.coventry.ac.uk/en/publications/development-of-failure-mode-and-effects-analysis-using-fuzzy-anal
Development of fuzzy individual x and moving range control chart,https://pureportal.coventry.ac.uk/en/publications/development-of-fuzzy-individual-x-and-moving-range-control-chart
A quality function deployment approach for supplier selection problem using ANP,https://pureportal.coventry.ac.uk/en/publications/a-quality-function-deployment-approach-for-supplier-selection-pro
Solving multi-objective supplier selection model using a compensatory approach,https://pureportal.coventry.ac.uk/en/publications/solving-multi-objective-supplier-selection-model-using-a-compensa
Statistical process control: Fuzzy -S control chart and process capability indices in normal data environment,https://pureportal.coventry.ac.uk/en/publications/statistical-process-control-fuzzy-s-control-chart-and-process-cap
Vehicle routing with cross-docking decreasing total cost in the supply chain and storage unrestricted capacity,https://pureportal.coventry.ac.uk/en/publications/vehicle-routing-with-cross-docking-decreasing-total-cost-in-the-s
Development of fuzzy U control chart for monitoring defects,https://pureportal.coventry.ac.uk/en/publications/development-of-fuzzy-u-control-chart-for-monitoring-defects
Short-run control chart for multiproducts with multi-items based on unequal means and variances,https://pureportal.coventry.ac.uk/en/publications/short-run-control-chart-for-multiproducts-with-multi-items-based-
Horizontal collaboration in logistics: A feasible task for group purchasing,https://pureportal.coventry.ac.uk/en/publications/horizontal-collaboration-in-logistics-a-feasible-task-for-group-p
Review: Radio in the Digital Age by Andrew Dubber,https://pureportal.coventry.ac.uk/en/publications/review-radio-in-the-digital-age-by-andrew-dubber
Review: The Ringtone Dialectic: Economy and Cultural Form by Sumanth Gopinath,https://pureportal.coventry.ac.uk/en/publications/review-the-ringtone-dialectic-economy-and-cultural-form-by-sumant
Song Means: Analysing and Interpreting Recorded Popular Song by Allan F. Moore,https://pureportal.coventry.ac.uk/en/publications/song-means-analysing-and-interpreting-recorded-popular-song-by-al
Technological Engagement and Musical Eclecticism: An Examination of Contemporary Listening Practices,https://pureportal.coventry.ac.uk/en/publications/technological-engagement-and-musical-eclecticism-an-examination-o
Review: Pop Idols and Pirates: Mechanisms of Consumption and the Global Circulation of Popular Music,https://pureportal.coventry.ac.uk/en/publications/review-pop-idols-and-pirates-mechanisms-of-consumption-and-the-gl
Contexts of organizational learning in developing countries: the role of training programmes in Egyptian public banks,https://pureportal.coventry.ac.uk/en/publications/contexts-of-organizational-learning-in-developing-countries-the-r
Student university choice in Kurdistan-Iraq: what factors matter?,https://pureportal.coventry.ac.uk/en/publications/student-university-choice-in-kurdistan-iraq-what-factors-matter
Why Him Not ME? Inclusive/Exclusive Talent Identification in Academic Public Context,https://pureportal.coventry.ac.uk/en/publications/why-him-not-me-inclusiveexclusive-talent-identification-in-academ
A framework for customer relationship management strategy orientation support in higher education institutions,https://pureportal.coventry.ac.uk/en/publications/a-framework-for-customer-relationship-management-strategy-orienta
Barriers of organizational inclusion: A study among academics in Egyptian public business schools,https://pureportal.coventry.ac.uk/en/publications/barriers-of-organizational-inclusion-a-study-among-academics-in-e
